seq,name/first,name/last,age,street,city,state,latitude,longitude,ccnumber
14089,Nora,Steele,42,Nenaz Loop,Cafvapu,RI,-14.84417,128.98642,5.61085E+15
14090,Cole,Brooks,54,Ozwuv Park,Meewsag,VA,9.49174,-148.69657,6.01138E+15
14091,Shawn,Graves,51,Siluja Boulevard,Wumocjev,AZ,-10.95199,-168.76662,5.45302E+15
14092,Phoebe,Miller,48,Reto Place,Pehbukpic,OH,42.70197,-22.06221,6.33472E+15
14093,Russell,Horton,49,Hesih Terrace,Jondahum,MS,29.37402,117.4329,6.334E+15
14094,Eva,Roberts,27,Douna Center,Wenalen,AZ,37.79743,-113.73411,6.33478E+15
14095,Mildred,Lambert,51,Nejane Avenue,Libsokuf,ME,54.64901,50.74358,6.30474E+15
14096,Leila,Cohen,49,Wurha River,Vatlagif,LA,-89.40026,4.56433,2.01421E+14
14097,Virginia,Richards,51,Nirdec Point,Puvwedi,MN,37.06628,57.25976,5.61098E+15
14098,Robert,Spencer,20,Jelhag Parkway,Kulincu,TX,67.99231,94.33882,3.64136E+13
14099,Janie,Jimenez,29,Wuimo River,Ozuvocna,CA,26.43213,30.96298,4.18953E+15
14100,Gordon,Campbell,60,Gatof Turnpike,Sanekuid,MA,-82.28107,-95.74219,3.45608E+14
14101,Hilda,Ramsey,41,Acboj Road,Limtitre,CT,74.36042,1.88669,6.30429E+15
14102,Micheal,Mathis,38,Uvdu Road,Kemlumbam,MT,-6.13443,-117.00987,4.11937E+15
14103,Gussie,McGuire,36,Hazda Plaza,Rujeew,NV,25.37147,105.44457,6.30442E+15
14104,Trevor,Reed,52,Eliisa Junction,Idpudo,TX,-83.09217,-125.19639,5.44994E+15
14105,Jacob,Wagner,19,Kevto River,Hesnujpif,LA,-26.93142,-80.94467,6.30499E+15
14106,Minerva,Owen,29,Fiip Grove,Ziceluer,OH,63.08905,21.61215,5.01889E+15
14107,Agnes,May,58,Ukmer Extension,Jibolsu,AZ,-22.41749,-68.97227,5.49375E+15
14108,Myrtle,West,63,Fome Point,Susrunu,NH,-0.53015,-28.42008,2.01496E+14
14109,Devin,Benson,54,Decu Manor,Raivaen,SD,-86.85054,-162.17879,3.52843E+15
14110,Danny,Barber,46,Vozip Highway,Hikpahib,MS,-87.83101,24.24044,5.01875E+15
14111,Ricky,Owen,42,Bugu Place,Huzlewur,CT,4.29761,-75.50651,6.26844E+15
14112,Lola,Spencer,44,Kofup Terrace,Juzsegvi,AL,-13.35502,-71.08249,3.00579E+13
14113,Beatrice,Robinson,37,Zadgi Road,Wirupga,NY,7.2849,14.10613,3.00887E+13
14114,Maurice,Hill,45,Akmu Glen,Cifareoto,TN,37.90589,-36.50681,5.45648E+15
14115,Aiden,Vaughn,62,Jogtet Way,Vurjugjo,WV,18.95054,-177.19572,6.01117E+15
14116,Larry,Franklin,56,Pezju Grove,Wesewozur,WA,-16.28157,-7.24402,3.46415E+14
14117,Mittie,Flores,40,Koma Pass,Wodhunonu,NV,-1.21866,-75.06809,3.00773E+13
14118,Ernest,Lewis,20,Demliw Trail,Kejsetik,OR,-14.88745,157.67827,3.52896E+15
14119,Alice,McGee,63,Ofse Loop,Nulunfeg,IA,-67.22457,62.78096,6.30412E+15
14120,Maggie,Stewart,33,Ibrir Pike,Umipiweg,WI,51.73977,-79.76508,5.61011E+15
14121,Travis,White,47,Kowci Boulevard,Osubija,ID,18.11042,-96.21135,4.90386E+15
14122,Bruce,Ellis,47,Fercos Loop,Getola,ME,25.53954,87.04103,3.40911E+14
14123,James,May,35,Wabjo Boulevard,Kovolenag,OH,2.66607,-119.6249,3.00147E+13
14124,Mabelle,Sherman,24,Keker Ridge,Rausumu,NV,-39.81567,-133.87407,6.30416E+15
14125,Loretta,Schmidt,58,Sowet Terrace,Noorwum,OH,-13.13469,-145.90665,5.61022E+15
14126,Polly,Fields,41,Herzi Parkway,Mekterfel,AL,5.59551,-31.61717,5.1812E+15
14127,Dominic,Walsh,43,Vutuj Grove,Berika,RI,-85.79426,160.23034,4.72249E+15
14128,Hettie,Estrada,59,Tuwra Pass,Jejmisek,TX,-61.32455,90.14624,5.01806E+15
14129,Nettie,Barber,29,Wagi Avenue,Dijvazgi,VA,24.31012,-20.76078,3.00564E+13
14130,Mike,Adams,62,Vujrev Parkway,Bacoje,NC,-67.4237,27.38681,5.61049E+15
14131,Alfred,Stone,20,Reej Terrace,Cinmelzep,ID,45.85358,-141.39005,6.37831E+15
14132,Ann,Hogan,41,Juiba Plaza,Lisiga,NM,45.14229,-13.23436,6.30445E+15
14133,Ronnie,Klein,47,Iwika Manor,Zeniwub,DC,-49.75246,85.61477,3.66532E+13
14134,Johnny,Day,45,Isvew Avenue,Ahevake,TN,77.68977,-105.3855,5.19975E+15
14135,Calvin,Keller,63,Kota Grove,Papuhhad,VA,55.82065,57.74908,3.47789E+14
14136,Marcus,Malone,49,Domnik Point,Imuhemec,VT,-28.69357,-86.04903,5.18225E+15
14137,Earl,Patton,45,Icrob Path,Caomezi,TX,-84.66399,-152.23823,3.52842E+15
14138,Ricardo,Carpenter,50,Ohahec Loop,Dovvumnav,NJ,9.54612,-44.00346,5.46901E+15
14139,Erik,McKenzie,40,Wevis Glen,Bufkujbi,OK,-40.99624,60.57981,5.42408E+15
14140,Martha,Garcia,48,Wuhwa Loop,Hofiuf,NY,47.88973,-147.05776,6.27665E+15
14141,Gertrude,Lawrence,46,Ukeja Street,Sulavfo,TN,33.44422,71.53907,3.00021E+13
14142,Andre,Peters,35,Mifima Road,Carudtut,NH,-58.73538,-113.51468,5.15167E+15
14143,Harriett,Figueroa,24,Cohzev Highway,Sabebo,DE,58.77284,-109.92702,6.3347E+15
14144,Celia,Oliver,20,Vogpab Turnpike,Loobpa,CO,-77.31763,166.33212,3.41724E+14
14145,Martha,Fitzgerald,38,Celza Manor,Pidimre,HI,-81.48423,88.44357,5.1167E+15
14146,Don,Reed,39,Bokdep Square,Toraragel,CA,-30.19464,-36.82526,3.4917E+14
14147,Addie,Griffin,28,Cotap Way,Tahzuog,NY,25.91865,-55.57405,2.01467E+14
14148,Phillip,Maxwell,27,Nubrok View,Irriese,UT,21.13435,148.01359,4.026E+15
14149,Bertie,Christensen,46,Heje Square,Azajefi,CO,-31.96316,22.98037,5.15274E+15
14150,Philip,Miles,50,Fewo Turnpike,Zusbuvcuk,OK,-64.66432,-16.29479,3.00279E+13
14151,Belle,Clayton,34,Wioco Extension,Buojeza,NJ,-73.6588,-65.02014,4.90362E+15
14152,Ina,Richards,21,Dipuce Road,Joadcuk,KS,-1.2242,103.47568,6.33421E+15
14153,Marian,McKinney,57,Hokmu Key,Penfadlu,CA,49.06204,80.65854,5.61017E+15
14154,Harry,Hale,32,Vitewo Point,Bebkelova,MO,-34.7981,60.82991,6.33438E+15
14155,Angel,Figueroa,53,Sifuk Heights,Pesgusi,UT,26.85949,166.0373,3.00025E+13
14156,Barbara,Murphy,43,Gadeg Highway,Vefsolefo,NM,-25.27626,127.76497,5.43202E+15
14157,Rosetta,Goodwin,36,Dukot Pass,Akoadel,NM,-31.69177,-6.24595,6.33412E+15
14158,Troy,Mason,31,Gebri Avenue,Uzonahci,HI,-5.76033,-36.24202,6.37009E+15
14159,Jeffrey,Willis,61,Giva Point,Zadnunsat,AL,27.9247,87.75818,5.11625E+15
14160,Allie,Long,43,Wuihi River,Loufomum,WI,81.80742,161.92569,3.63827E+13
14161,Peter,Delgado,62,Gezel Glen,Pepgoewu,NE,-54.14492,68.01019,6.33466E+15
14162,Carolyn,Vargas,24,Bafozo Park,Putoscu,SC,49.05711,-139.93393,3.00189E+13
14163,Madge,Cunningham,29,Isufol Grove,Jatefo,IN,-71.2522,-133.77828,3.52847E+15
14164,Nina,Weaver,59,Simuj Center,Semejam,OR,25.84171,112.44183,3.64724E+13
14165,Sophia,Miles,38,Gimig Drive,Odociaz,WA,62.8131,25.02349,3.5285E+15
14166,Carrie,Weber,52,Lamo Mill,Zaozot,VA,-59.37034,148.34133,3.44613E+14
14167,Harold,Mann,49,Tegwi Heights,Cizedpin,OK,19.41783,-6.73482,3.00153E+13
14168,Frederick,Reyes,30,Povbew Parkway,Daacomak,NE,64.95994,-6.35869,5.61049E+15
14169,Josephine,Abbott,21,Gino Boulevard,Gosetmow,NV,23.16975,81.57368,5.19471E+15
14170,Jack,Bryant,45,Tojcew Key,Ducsogze,GA,-88.76525,-93.1271,6.30483E+15
14171,Sophie,Holloway,34,Uhica Street,Cajzaug,GA,70.41352,45.23703,4.68695E+15
14172,Bernice,Gonzalez,40,Utwu Street,Arovohic,NH,12.05799,-139.41655,4.83071E+15
14173,Matthew,Wheeler,21,Arip Glen,Iraronot,ID,59.73946,3.0045,5.48302E+15
14174,Grace,Blake,28,Bifej Highway,Ozehozki,OR,-40.35059,-157.07952,4.02693E+15
14175,Isaac,Schmidt,19,Poce Junction,Bezujikig,OR,29.04136,-163.03968,5.15037E+15
14176,Roger,Sparks,52,Wivuz Drive,Befofufag,OR,23.15656,79.38076,6.37422E+15
14177,Rosalie,McGee,52,Osoor Loop,Nazlebe,OH,65.705,-71.52559,6.33477E+15
14178,Kathryn,Gomez,38,Bucto Ridge,Wusisnuz,SD,-46.01786,-144.64852,6.30464E+15
14179,Curtis,Floyd,39,Lijo Terrace,Nimibos,IA,-63.45866,84.40691,4.02614E+15
14180,Alta,Cook,50,Ujaw Pass,Tudegis,MT,78.95821,-50.64323,5.13352E+15
14181,Sally,Caldwell,63,Wuaf Terrace,Rofmopij,MD,-75.07025,-129.47271,6.37607E+15
14182,Genevieve,French,30,Lope Lane,Puhsotmu,PA,-87.21234,-80.94288,3.52834E+15
14183,Mitchell,Caldwell,33,Dawhi Path,Beojuvun,DE,-12.4059,17.1867,6.21863E+15
14184,Sadie,Hoffman,27,Ivafi River,Woepadow,NY,42.51788,89.5327,5.01847E+15
14185,Amelia,Kelly,40,Ture Point,Ihwawva,WY,83.2793,-107.78555,6.01168E+15
14186,Anne,Kennedy,62,Rame Pike,Ziorlag,TN,69.76358,150.47828,5.44392E+15
14187,Mina,Rodriguez,63,Nutfi Square,Afcaji,UT,34.71738,53.40939,4.61485E+15
14188,Ora,Roberts,34,Zomgiv Turnpike,Zowavat,NH,48.63659,-59.19596,2.01413E+14
14189,Landon,Sanders,49,Gili Manor,Vutojiike,PA,40.01918,-61.19068,6.01123E+15
14190,Devin,Harrington,49,Viwoc Road,Sorucel,AR,84.29547,28.88116,3.43674E+14
14191,Lina,Dixon,60,Osubi Turnpike,Ivieviid,NM,15.44103,37.13436,6.30478E+15
14192,Mabelle,Maldonado,28,Maoh Square,Patitto,AK,-83.33378,145.35337,6.334E+15
14193,Delia,Graham,40,Gewwa Grove,Pisugiv,MT,54.82089,19.10883,6.26784E+15
14194,Mitchell,Perez,47,Jiwniv Manor,Ricufde,AR,38.72952,159.0095,4.02681E+15
14195,Mayme,Warren,63,Saaru Square,Deghifek,MN,89.05901,-1.37409,4.90398E+15
14196,Lucas,Hines,18,Tauhu Road,Ajivaudo,NH,-16.00093,154.02989,5.10891E+15
14197,Floyd,Flowers,20,Rele Center,Caljiwog,MN,53.58184,-114.18722,6.01132E+15
14198,Betty,Lucas,34,Vamvo Pass,Bazoflol,MD,4.61206,-150.03003,6.01137E+15
14199,Owen,Owen,57,Kubec Junction,Jigduhba,AL,-5.50989,-151.67182,6.26992E+15
14200,Nell,Norris,29,Zaczu Point,Cisseda,HI,46.29539,-0.16657,6.24602E+15
14201,Johanna,Bryan,22,Locso Street,Gapbemfec,VT,-29.74092,-105.31511,5.14797E+15
14202,Sylvia,Shaw,34,Fetuvo Pass,Siclighe,TN,26.19359,41.26902,6.33451E+15
14203,Hallie,Henderson,54,Zudo Avenue,Micegbi,AK,-74.89522,92.65615,2.01445E+14
14204,Eva,Kelly,21,Duglu Center,Nozezli,SD,79.94432,-95.08508,5.01862E+15
14205,Jonathan,McGuire,55,Lebef Extension,Rirnuwu,NH,-68.10384,-114.94899,3.00777E+13
14206,Sam,Hunt,63,Feghi Grove,Utaonagi,GA,24.64164,34.91164,4.38605E+15
14207,Dennis,Guerrero,22,Igcu Mill,Onveruh,MI,39.42263,147.21366,4.02609E+15
14208,Jerome,Hale,35,Puzzah Drive,Vopavpa,NC,-36.97733,-92.02841,6.37146E+15
14209,Wayne,Perez,64,Eknuf Turnpike,Pumocro,NC,-7.14342,-30.54763,6.30462E+15
14210,Ophelia,Thomas,39,Mejda Trail,Zovnemu,IL,36.59966,61.97453,5.42496E+15
14211,Nettie,Lynch,44,Sator Street,Digtimzur,DE,16.74706,-115.26691,6.28E+15
14212,Henry,Jimenez,42,Zimdu Center,Avsakwe,WA,-58.93813,-131.10668,3.63175E+13
14213,Caleb,Hall,26,Kemlot Extension,Huzoza,NE,67.79819,112.03141,3.48477E+14
14214,Maggie,Morris,64,Nisoj Pass,Dikana,TX,23.16584,159.90768,3.52823E+15
14215,Francis,Banks,27,Jadol Center,Leuziki,AK,88.9976,165.79726,4.42179E+15
14216,Edgar,Dunn,49,Nithaw Park,Fuhbenus,SD,83.82335,-148.87827,6.24895E+15
14217,Micheal,Watson,41,Lerdub Pike,Sotetnar,MA,-8.51345,63.72432,3.52868E+15
14218,Irene,Daniel,33,Idoka Place,Uwpobiha,GA,-46.18144,119.19673,2.01495E+14
14219,Ronnie,Rivera,45,Apki Point,Rozenur,ME,85.23265,89.18876,5.01822E+15
14220,Mathilda,Robbins,55,Kezi Parkway,Ekhulis,ND,-81.2652,-4.39359,5.61096E+15
14221,Seth,Burton,32,Wibti Place,Nohuhuci,PA,-49.46871,117.48768,5.43882E+15
14222,Glen,Simpson,64,Valka Terrace,Esoopoza,OR,-75.33152,-169.7457,6.30424E+15
14223,Ina,Leonard,52,Pedi Point,Dozkanufo,FL,-4.10215,98.879,4.28645E+15
14224,Bill,Greene,34,Lepkez Key,Nisarehe,GA,58.64285,-9.69303,6.25984E+15
14225,Allie,Hansen,49,Feso Mill,Tetbakid,KS,-75.03182,141.83298,4.90367E+15
14226,Bernard,Francis,23,Itzuz Extension,Mihadila,OH,31.13846,-98.78547,6.33443E+15
14227,Virgie,Weber,41,Tiksa River,Opbogboc,KY,-67.11503,81.98777,4.90305E+15
14228,Mae,Gregory,46,Mafwak Loop,Ejjovuk,AK,69.14555,29.66854,6.01112E+15
14229,Nell,Hines,42,Desneg Manor,Nivafic,NM,-67.68371,-30.97384,6.305E+15
14230,Kathryn,Peterson,58,Ehag Square,Cajilcul,OH,-11.45699,-69.2458,4.02625E+15
14231,Todd,Hawkins,35,Apaik Road,Odowonva,AL,-37.06523,-159.15075,6.01174E+15
14232,Rena,Lyons,59,Doles Ridge,Ruhazvib,MA,-20.81523,137.72351,6.33483E+15
14233,Juan,Rogers,29,Urmif Ridge,Gihjiega,KS,78.07309,-114.59703,6.37638E+15
14234,Aiden,Griffin,27,Zibzol Circle,Ihadimla,NJ,62.74572,141.24264,4.02679E+15
14235,Matthew,Wise,64,Duteg Drive,Noltijzos,IL,-84.83323,169.47832,3.6336E+13
14236,Tillie,Rodgers,37,Wejzeb View,Fegmuka,ID,-19.3102,14.79832,3.5282E+15
14237,Dale,Klein,18,Wicvik Manor,Lozmabaz,KY,-19.94335,33.90182,6.01148E+15
14238,Allen,Mathis,35,Akefu Loop,Jidasu,WY,-41.47084,-1.90665,6.33421E+15
14239,Cameron,Walsh,49,Upuco Trail,Esemigub,ID,-70.64416,-100.25065,4.9037E+15
14240,Leo,Richards,27,Jumac Glen,Sucenene,DC,-17.21688,85.28208,4.42533E+15
14241,Landon,Schneider,65,Hibda View,Dutmuder,MA,-2.67157,128.95847,5.48987E+15
14242,Marcus,Barnett,49,Wufhuf Avenue,Paebkec,KY,-69.58965,64.39617,6.3044E+15
14243,Sue,Nelson,64,Ulmun Drive,Ewrehod,MS,87.55327,-0.52185,6.33403E+15
14244,Bryan,Todd,64,Kevij Road,Bajbivvuv,WY,-76.20955,28.19494,5.43474E+15
14245,Dennis,Carson,47,Bobif Way,Nahnajte,NE,68.05958,-82.22588,6.01191E+15
14246,Myrtle,Cooper,58,Apugub Park,Ihselu,GA,22.75137,105.54714,3.52848E+15
14247,Cody,Miles,20,Ufri Drive,Luktopru,SC,-16.81607,4.02594,3.52836E+15
14248,Adelaide,Elliott,58,Ilwe Plaza,Imanusera,NE,84.01775,-161.15955,6.33471E+15
14249,Juan,Higgins,21,Nireha Pass,Uzozaug,GA,2.50297,155.41173,5.12666E+15
14250,Virginia,Nguyen,52,Jinze Manor,Mertuceb,KY,-39.13578,66.35472,5.61093E+15
14251,Francis,Hughes,62,Woju Drive,Bujmujuh,OK,-22.06771,-78.1472,6.2523E+15
14252,Lloyd,James,52,Kutto Pike,Umsurut,MN,-5.45487,17.32245,3.00559E+13
14253,Rodney,Willis,65,Upfuj Ridge,Uthogji,NY,-4.64537,-158.31772,2.01477E+14
14254,Violet,Moran,34,Aguizi Avenue,Vewgimbal,NC,-5.88564,58.82746,5.19897E+15
14255,Jason,Morales,37,Kamul Mill,Wuedetiz,VA,-28.59786,42.82064,5.01883E+15
14256,Elsie,Riley,18,Nojdid Way,Rohnodoz,TN,-33.81643,97.15953,3.00624E+13
14257,Corey,McCormick,39,Tawe Parkway,Varzubjub,LA,-29.08688,68.70347,4.20666E+15
14258,William,Hudson,53,Kutoz Grove,Akosabusu,MA,-45.97943,-14.52183,4.90341E+15
14259,Lucile,Atkins,58,Pokzi Manor,Zizpiet,OK,15.49937,-120.83133,6.28776E+15
14260,Norman,Williams,30,Liwi Place,Dervisuh,MT,40.68681,-39.83935,4.02646E+15
14261,Rose,Saunders,51,Zedbe Terrace,Ronedvo,HI,11.46553,-20.36067,3.52888E+15
14262,Sue,Baker,43,Alcaz Circle,Magewku,KS,-20.37831,-148.62334,6.23214E+15
14263,Gary,Rowe,46,Zakoso Place,Ehletfa,NJ,88.21422,-35.8698,5.6109E+15
14264,Mario,Ferguson,59,Mupo Pass,Akuloscu,NV,63.06086,5.45406,3.64767E+13
14265,Belle,Thompson,42,Viino Heights,Gisusdir,AZ,76.13486,20.76855,3.48293E+14
14266,Gabriel,Bennett,58,Voro Circle,Satgurep,OH,50.0951,156.88873,5.01863E+15
14267,Elsie,Reyes,53,Leiri River,Asacijo,MO,-45.76286,-86.17121,3.00839E+13
14268,Ann,Hunt,65,Zuemi Circle,Niralpu,MT,78.65848,-35.20155,6.28553E+15
14269,Christian,Hunter,50,Utteb Mill,Mamsenu,MA,40.18484,-73.68535,6.01147E+15
14270,Hattie,Brown,52,Fiis Highway,Sukkuel,AR,-64.6987,-118.59488,4.02699E+15
14271,Ann,Waters,65,Nurwu Turnpike,Defetva,SD,79.67569,-167.68325,3.47012E+14
14272,Jean,Weber,37,Ogwe Road,Rihesabe,NE,20.63438,-151.95944,3.61828E+13
14273,Katie,Burgess,23,Teek Manor,Cucmabzuk,WA,24.92796,45.27288,2.01403E+14
14274,Darrell,Hines,61,Sukbap Drive,Mulfuge,NM,10.93675,-159.6665,4.02647E+15
14275,Dustin,Nunez,46,Daez Loop,Woeporu,MD,-65.22109,-115.89996,4.68526E+15
14276,Helena,Harper,58,Uvogaf Grove,Vabteguh,AK,41.88901,-172.31854,6.21391E+15
14277,Katie,Doyle,25,Guac Mill,Ekeraro,WV,-3.88907,71.62434,4.90371E+15
14278,Cole,Collins,22,Votzu Road,Cidenu,DE,-48.41444,-52.70572,4.90357E+15
14279,Amanda,Schwartz,61,Pove Pike,Ezajulfa,CT,-13.7314,146.85834,4.02639E+15
14280,Patrick,Munoz,40,Cocpe Pike,Degmoes,NC,49.46131,87.56318,6.37854E+15
14281,Joel,Nunez,63,Venu Square,Pidela,KS,88.83309,175.78362,6.30475E+15
14282,Austin,Tate,59,Tonagi Way,Cotoghoz,VA,-53.17175,-31.32588,6.20921E+15
14283,Steven,Colon,61,Bibem Court,Puvlowjo,VT,9.35401,105.52447,4.97046E+15
14284,Mitchell,Little,58,Zupnut Extension,Lewfoti,OR,-46.08365,107.90831,5.01894E+15
14285,Glen,Taylor,26,Baose Junction,Adisunpa,NJ,40.38207,67.14474,6.20352E+15
14286,Travis,Ross,19,Terrab Turnpike,Todaldu,GA,-37.90648,148.12391,6.26377E+15
14287,Gene,McCoy,19,Jafan Loop,Aloluteg,MI,14.22401,-91.32398,6.30479E+15
14288,Georgia,Rowe,33,Buzo Pike,Nekisah,HI,-82.52109,-8.41323,4.36873E+15
14289,Stella,Leonard,55,Womwo Road,Uzzizvaw,IA,-80.49151,56.37548,5.61051E+15
14290,Alejandro,Cole,35,Hubu Turnpike,Jorgalip,SD,-23.8428,-3.3195,5.11084E+15
14291,Inez,Greer,40,Gehwa Way,Wivsulo,OH,77.34391,-28.10692,6.30493E+15
14292,Evan,Norton,42,Kamav Drive,Ebonola,ID,10.61016,122.25251,6.30441E+15
14293,Gordon,May,56,Lupow Key,Amcirosu,TX,-84.32944,171.66021,4.90393E+15
14294,Leroy,Gordon,20,Kagpif Pass,Omjuer,WI,7.43271,6.62337,6.30477E+15
14295,Brian,Goodman,46,Biub View,Wihahu,VT,-12.56384,-117.50669,4.02628E+15
14296,Louise,Dennis,47,Uceep Park,Uhehaizo,MO,73.26567,-7.22822,3.40432E+14
14297,Nettie,Greer,24,Jurwiv View,Vesrosog,NV,-68.01353,-12.26306,3.00475E+13
14298,Henrietta,Hayes,36,Ojwi Pike,Mirabja,UT,-35.27345,-116.48891,3.65826E+13
14299,Edna,Barker,58,Pome Highway,Judefuuge,SC,-64.48188,-10.00549,3.52878E+15
14300,Harry,Evans,45,Gizfef Park,Kuhunmom,PA,9.76514,13.01136,6.01142E+15
14301,Barbara,Simpson,44,Depa Road,Zuzafsed,CO,55.0633,-52.2058,6.37356E+15
14302,Vernon,Ballard,56,Ukpop Ridge,Keklime,NE,18.55326,168.94388,3.52845E+15
14303,Dustin,Carroll,36,Ojeden Boulevard,Vugpeafe,AR,68.76339,35.77701,4.8398E+15
14304,Charlotte,Scott,48,Doaz Terrace,Obabita,MA,85.25908,31.47813,3.52849E+15
14305,Leroy,Wise,27,Humfol Street,Ifetafu,NV,-66.34525,-75.72923,2.01458E+14
14306,Maurice,Todd,28,Ateib Grove,Daufuko,AZ,37.05208,14.68811,5.01881E+15
14307,Rodney,Norton,32,Dicce River,Vijipuvo,OH,75.91692,120.74453,5.11322E+15
14308,Jerry,Sparks,29,Ivoaci Glen,Virebuf,LA,73.88341,96.25444,3.00738E+13
14309,Violet,Lane,28,Wukrel Loop,Mierotev,WI,-51.38491,35.965,3.52839E+15
14310,Lela,Barber,28,Nebuz Trail,Ejepodteb,ID,-38.96823,166.92065,5.41729E+15
14311,Lawrence,Mendez,54,Tutu Junction,Sivega,IN,3.58107,-176.81766,3.42912E+14
14312,Mamie,Reese,61,Zabaz Avenue,Jatabi,AL,-31.08489,88.28418,2.01445E+14
14313,Bryan,Curry,27,Varjev River,Pifonus,NV,-44.96448,21.27764,6.33491E+15
14314,Daniel,Peterson,47,Jeslok Way,Hasibnuf,NM,-20.34015,-164.84598,4.01275E+15
14315,Gertrude,Salazar,45,Fufcez Road,Sibbolma,AR,-66.27214,161.46863,5.61031E+15
14316,Elsie,Spencer,64,Timu Road,Zalneke,IA,56.44765,-104.74183,3.66463E+13
14317,Carolyn,Young,42,Bapwe Place,Ajvoku,WA,22.04837,-175.95392,6.01109E+15
14318,Inez,Ortiz,33,Mele Extension,Ogbuim,VT,78.40182,132.49469,6.01199E+15
14319,Bettie,Owens,29,Razri Drive,Koroew,NH,55.7964,-124.99097,5.1106E+15
14320,Lily,Andrews,39,Jatfe Street,Howudca,IA,85.54725,-146.60458,6.30491E+15
14321,Timothy,Guzman,46,Carir Lane,Becokgez,MO,57.71809,-78.10995,3.52835E+15
14322,Lou,Frank,52,Kimfu Lane,Onijowha,CT,-81.22658,-25.8227,3.52891E+15
14323,Ida,Silva,50,Pupi Street,Totabaf,WY,-18.16345,157.24811,5.12234E+15
14324,Jeffrey,Ruiz,37,Sehzuj Terrace,Refibok,CT,-48.32284,7.42265,3.60254E+13
14325,Micheal,Hunt,18,Caat Manor,Hovnidim,MI,-7.35245,-26.26027,3.60377E+13
14326,Tom,Adkins,19,Mabu Extension,Tobazhu,PA,-78.03775,32.75781,4.90396E+15
14327,Lelia,Pratt,37,Kaob Junction,Inemenas,NJ,16.20192,-43.40266,4.02697E+15
14328,Sadie,Guerrero,35,Ozero Ridge,Pawzewsav,NH,16.0912,122.97058,6.26724E+15
14329,Lucy,Alvarez,23,Gudzad Ridge,Daecno,NE,-55.92079,-146.40067,6.26236E+15
14330,Henrietta,Bush,29,Nubav Drive,Huclupzac,NC,46.84856,-95.31286,3.00718E+13
14331,Clarence,Bell,39,Itrid Drive,Tewikiz,MS,-84.82636,106.83977,4.90396E+15
14332,Sylvia,Carpenter,53,Fizta Center,Gavkonhor,NM,-80.53842,75.61877,6.37811E+15
14333,Zachary,Burke,32,Giwnec Highway,Obekadefo,MN,-61.91871,78.48071,2.01493E+14
14334,Ella,Cummings,63,Kizal Grove,Ohasuivu,TN,-71.20497,-85.47993,5.44319E+15
14335,Donald,Bridges,31,Cuuko Lane,Rarsizuv,OR,-54.62005,-16.54531,6.30487E+15
14336,Bertie,Hammond,42,Timniz Point,Pefojhet,NM,57.50497,62.13876,3.00205E+13
14337,Joshua,Jefferson,61,Orzuv Path,Fuwnaiw,TX,-49.7424,-49.85759,3.49478E+14
14338,Maurice,Medina,59,Parla Grove,Joacaabu,ND,-88.00573,-174.48895,3.52816E+15
14339,Timothy,Goodman,62,Mazne Manor,Awvipwav,DC,36.89871,142.47895,3.00653E+13
14340,Dale,Flowers,29,Bodsa Pike,Veckupafi,CO,5.717,50.76989,5.15869E+15
14341,Theodore,Beck,59,Conlis Pike,Pozowuje,MI,-45.80633,118.72854,4.21754E+15
14342,Dominic,Campbell,22,Wuvowi Heights,Jeemara,AZ,74.53599,-63.14748,4.90312E+15
14343,Violet,Watts,26,Zabig Path,Fivvuwvej,PA,-87.05652,147.12986,6.37228E+15
14344,Sadie,Evans,35,Felhis Circle,Cumunre,MN,26.33865,135.76366,6.29886E+15
14345,Darrell,Holloway,51,Hesis Extension,Zauwikar,DC,83.62517,95.55632,5.16066E+15
14346,Isaiah,Buchanan,54,Nazaw Pike,Gavipag,MS,-7.25662,-90.34443,4.35764E+15
14347,Lula,Bailey,42,Pegat Terrace,Bihiidi,TX,9.29714,-42.15009,6.30454E+15
14348,Arthur,Briggs,19,Bieje Center,Bosiluhut,CO,-49.23565,-47.55024,6.20843E+15
14349,Lola,Baldwin,43,Folnu Square,Hemesi,NH,-36.55822,-160.48652,5.0181E+15
14350,Duane,Williamson,57,Kibuc Circle,Imcavvek,WI,53.83761,-98.46336,6.3347E+15
14351,Ernest,Bishop,46,Howfuv Heights,Golohi,CA,61.9151,61.92574,6.30441E+15
14352,Shane,Leonard,24,Bamzem Mill,Zebibiw,WV,-87.94065,-75.352,5.49584E+15
14353,Louisa,Fernandez,22,Gasow Key,Paozri,CO,-87.94688,29.1638,3.47606E+14
14354,Raymond,Kennedy,41,Ilubo Boulevard,Siagubin,MI,60.72706,-54.28283,5.16183E+15
14355,Ricardo,Walker,60,Rukfa Heights,Gupedwi,SD,51.47818,-155.05437,5.61013E+15
14356,Genevieve,Meyer,57,Nirsi Boulevard,Ejadivok,WI,35.50164,36.57473,5.16344E+15
14357,Lloyd,Doyle,46,Saize Key,Meszani,WI,-5.1838,-91.76337,3.00248E+13
14358,Maude,Sherman,50,Mothi Path,Navamdit,MI,76.18228,-12.67357,3.00608E+13
14359,Alberta,Burgess,42,Nujme Extension,Vusiba,NJ,41.38277,65.23624,5.01892E+15
14360,Kevin,Schmidt,55,Bipe Extension,Ufahutu,OH,-34.74743,-14.24299,3.63175E+13
